n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj;source
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30189*018;NIMES - Avenue Robert Bompard;Avenue Robert Bompard 30000 NIMES;30189;4.394504;43.83423;2;FR*S30*E30189*018*2;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30130*001;GENOLHAC - Place Du Colombier;Place Du Colombier 30450 GENOLHAC;30130;3.949792;44.348829;2;FR*S30*E30130*001*2;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30123*001;GALLARGUES LE MONTUEUX - Parking Cimetière;Parking Cimetière 30660 GALLARGUES LE MONTUEUX;30123;4.173966;43.722844;2;FR*S30*E30123*001*2;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30007*008;ALES - Chemin de Trespeaux;Chemin de Trespeaux 30100 ALES;30007;4.111074;44.117257;4;FR*S30*E30007*008*4;4;EF;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30189*005;NIMES - Avenue Jean Prouvé;Avenue Jean Prouvé 30900 NIMES;30189;4.352095;43.814228;2;FR*S30*E30189*005*2;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30254*001;SAINT GENIES DE COMOLAS - Place Du 8 Mai;Place Du 8 Mai 30150 SAINT GENIES DE COMOLAS;30254;4.722182;44.064521;2;FR*S30*E30254*001*1;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30003*002;AIGUES MORTES - Rue Du Faubourg De La Fraternité;Rue Du Faubourg De La Fraternité 30220 AIGUES MORTES;30003;4.187629;43.568582;2;FR*S30*E30003*002*1;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30041*001;BLAUZAC - Rd736;Rd736 30700 BLAUZAC;30041;4.367014;43.964272;2;FR*S30*E30041*001*2;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30349*001;VICQ LE FESC - Parking RD999;Parking RD999 30260 VICQ LE FESC;30349;4.098159;43.870869;4;FR*S30*E30349*001*2;36;CHADEMO;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SMEG 30;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S30*P30227*001;SAINT AMBROIX - Place De L'Esplanade;Place De L'Esplanade 30500 SAINT AMBROIX;30227;4.195192;44.26013;2;FR*S30*E30227*001*1;18;EF - T2 - T3;2|3;Informations tarifaires disponibles sur le site de RÉVÉO : https://www.reveocharge.com/fr/comment-ca-marche/tarifs-de-recharge/;Payant;2018/08/20;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-082490a9-bd8e-456b-8c4c-6b3450c3806b
SODETREL ;SODETREL;SODETREL MOBILITE;FR*E04*P*OAZS*119*_*_*_;AIRE DE CAMBARETTE NORD;A8;83023;5.992459;43.423590;1;FR*E04*P*OAZS*119*1*1*_;50;Combo-ChaDeMo-T2;Accès payant (Badge RFID, application, site web paynow.sodetrel.fr, badges vendus en boutique);24h/24 7j/7;;1970/01/01;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/#resource-af0b8ce7-d7f7-466a-bc4b-10e6be772a28
SODETREL ;SODETREL;SODETREL MOBILITE;FR*E04*P*OAZS*158*_*_*_;AIRE DE LANÇON DE PROVENCE OUEST;A7;13051;5.18751;43.58962;1;FR*E04*P*OAZS*158*1*1*_;50;Combo-ChaDeMo-T2;Accès payant (Badge RFID, application, site web paynow.sodetrel.fr, badges vendus en boutique);24h/24 7j/7;;1970/01/01;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/#resource-af0b8ce7-d7f7-466a-bc4b-10e6be772a28
SODETREL ;SODETREL;SODETREL MOBILITE;FR*E04*P*OAZS*67*_*_*_;AIRE DE CANAVER;A8;83099;6.671090;43.467142;1;FR*E04*P*OAZS*67*1*1*_;50;Combo-ChaDeMo-T2;Accès payant (Badge RFID, application, site web paynow.sodetrel.fr, badges vendus en boutique);24h/24 7j/7;;1970/01/01;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/#resource-af0b8ce7-d7f7-466a-bc4b-10e6be772a28
SODETREL ;SODETREL;SODETREL MOBILITE;FR*E04*P*OAZS*33*_*_*_;AIRE DE L'ESTEREL;A8;83001;6.785920;43.541993;1;FR*E04*P*OAZS*33*1*1*_;50;Combo-ChaDeMo-T2;Accès payant (Badge RFID, application, site web paynow.sodetrel.fr, badges vendus en boutique);24h/24 7j/7;;1970/01/01;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/#resource-af0b8ce7-d7f7-466a-bc4b-10e6be772a28
SODETREL ;SODETREL;SODETREL MOBILITE;FR*E04*P*OAZS*37*_*_*_;AIRE DES TERRASSES DE PROVENCE CENTRE;A8;83140;5.99229;43.422009;1;FR*E04*P*OAZS*37*1*1*_;50;Combo-ChaDeMo-T2;Accès payant (Badge RFID, application, site web paynow.sodetrel.fr, badges vendus en boutique);24h/24 7j/7;;1970/01/01;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/#resource-af0b8ce7-d7f7-466a-bc4b-10e6be772a28
SODETREL ;SODETREL;SODETREL MOBILITE;FR*E04*P*OAZS*160*_*_*_;AIRE DE LANÇON DE PROVENCE EST;A7;13051;5.19312;43.58970;1;FR*E04*P*OAZS*160*1*1*_;50;Combo-ChaDeMo-T2;Accès payant (Badge RFID, application, site web paynow.sodetrel.fr, badges vendus en boutique);24h/24 7j/7;;1970/01/01;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/#resource-af0b8ce7-d7f7-466a-bc4b-10e6be772a28
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B031;B031;Carrefour D347-D45  Aire de repos - 86110 - Chouppes;86075;0.17276;46.81292;2;FR*S86*ESORE*B031*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B080;B080;Place du champs de foire - 86460 - Pressac;86200;0.57314;46.11511;2;FR*S86*ESORE*B080*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B037;B037;Parking de la mairie - 86600 - Coulombiers;86083;0.18500;46.48457;2;FR*S86*ESORE*B037*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B122;B122;Rue Pierre et Marie Curie - 86370 - Vivonne;86293;0.26751;46.49409;2;FR*S86*ESORE*B122*2;18;E/F-T2;payant;24/24 7/7 jours;;2018/03/15;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B065;B065;Place de la mairie - 86460 - Mauprevoir;86152;0.51656;46.17257;2;FR*S86*ESORE*B065*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B079;B079;Parking de l eglise - 86450 - Pleumartin;86193;0.76626;46.73847;2;FR*S86*ESORE*B079*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B111;B111;Route de Mirebeau - 86170 - Vouzailles;86299;0.09633;16.71077;2;FR*S86*ESORE*B111*2;18;E/F-T2;payant;24/24 7/7 jours;;2018/03/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B091;B091;Place de l etoile - 86260 - Saint-Pierre de Maille;86236;0.84278;46.67931;2;FR*S86*ESORE*B091*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B018;B018;Place de l'Europe - 86350 - Chateau-Garnier;86064;0.42732;46.37000;2;FR*S86*ESORE*B018*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B133;B133;Rue de Touraine - 86530 - Cenon sur Vienne;86046;0.53496;46.77659;2;FR*S86*ESORE*B133*1;18;E/F-T2;payant;24/24 7/7 jours;;2018/05/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B034;B034;Place de la liberte - 86400 - Civray;86078;0.29635;46.14706;2;FR*S86*ESORE*B034*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B125;B125;11, avenue Galilee - 86360 - Chasseneuil-du-Poitou (parking SDIS);86062;0.36394;46.6551;2;FR*S86*ESORE*B125*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/08/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B063;B063;Rue des ecoles - 86160 - Marnay;86148;0.34093;46.39620;2;FR*S86*ESORE*B063*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B081;B081;Place du champs de bataille - 86190 - Quincay;86204;0.22979;46.61040;2;FR*S86*ESORE*B081*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B122;B122;Rue Pierre et Marie Curie - 86370 - Vivonne;86293;0.26751;46.49409;2;FR*S86*ESORE*B122*1;18;E/F-T2;payant;24/24 7/7 jours;;2018/03/15;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B099;B099;Place de la mairie - 86240 - Smarves;86263;0.35019;46.51127;2;FR*S86*ESORE*B099*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B060;B060;Place du champs de foire - 86360 - Lussac-les-Chateaux;86140;0.72538;46.40226;2;FR*S86*ESORE*B060*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B009;B009;Lotissement les Terrageaux - 86300 - Bonnes;86031;0.60268;46.60733;2;FR*S86*ESORE*B009*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B133;B133;Rue de Touraine - 86530 - Cenon sur Vienne;86046;0.53496;46.77659;2;FR*S86*ESORE*B133*2;18;E/F-T2;payant;24/24 7/7 jours;;2018/05/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B094;B094;Avenue du General de Gaulle - 86310 - Saint-Savin;86246;0.86389;46.56596;2;FR*S86*ESORE*B094*1;18;E/F-T2;payant;24/24 7/7 jours;;2018/03/15;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B127;B127;Rue de l'ecole - 86380 - Chabournay;86048;0.25833;46.71738;2;FR*S86*ESORE*B127*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/06/30;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B109;B109;Parking multimodal - RN 149 - 86190 - Vouille;86294;0.18175;46.64537;2;FR*S86*ESORE*B109*2;18;E/F-T2;payant;24/24 7/7 jours;;2017/10/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B020;B020;115, Boulevard de Blossac - 86100 - Chatellerault;86066;0.54520;46.81861;2;FR*S86*ESORE*B020*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B057;B057;Place de la porte de Mirebeau - 86200 - Loudun;86137;0.08590;47.00600;2;FR*S86*ESORE*B057*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B101;B101;Arret de bus route de Civray - 86350 - Usson-du-Poitou;86276;0.52613;46.27595;2;FR*S86*ESORE*B101*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B104;B104;Parking route de Bouresse - 86410 - Verrieres;86285;0.59284;46.41083;2;FR*S86*ESORE*B104*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B118;B118;Place Raoul Perret - 86380 - Saint-Martin La Pallue;86281;0.30925;46.73564;2;FR*S86*ESORE*B118*2;18;E/F-T2;payant;24/24 7/7 jours;;2017/11/30;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B107;B107;Place du marche - 86370 - Vivonne;86293;0.26272;46.42595;2;FR*S86*ESORE*B107*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B002;B002;Parking de la salle des fetes - 86260 - Angles sur l Anglin;86004;0.88642;46.69456;2;FR*S86*ESORE*B002*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B097;B097;Place Palousier - 86260 - Senille;86259;0.61404;46.77956;2;FR*S86*ESORE*B097*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B067;B067;Parking du stade - 86440 - Migne-Auxances;86158;0.31113;46.61954;2;FR*S86*ESORE*B067*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B007;B007;Place de la salle des fetes - 86470 - Benassay;86021;0.05075;46.56231;2;FR*S86*ESORE*B007*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B043;B043;1, rue de la gare - 86220 -Ingrandes;86111;0.56652;46.87613;2;FR*S86*ESORE*B043*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/07/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B113;B113;Place rue saint-Hilaire - 86300 - Leignes sur fontaine;86126;0.77655;46.50507;2;FR*S86*ESORE*B113*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/04/30;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B080;B080;Place du champs de foire - 86460 - Pressac;86200;0.57314;46.11511;2;FR*S86*ESORE*B080*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B119;B119;RD29 - 86350 - Saint-Secondin;86248;0.49537;46.32872;2;FR*S86*ESORE*B119*2;18;E/F-T2;payant;24/24 7/7 jours;;2017/05/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B117;B117;Rue des ecoles - 86450 - Leigne-les-Bois;86125;0.70529;46.75958;2;FR*S86*ESORE*B117*1;18;E/F-T2;payant;24/24 7/7 jours;;2018/03/15;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B006;B006;Route de Parthenay - 86190 - Ayron;86017;0.07623;46.66011;2;FR*S86*ESORE*B006*2;18;E/F-T2;payant;24/24 7/7 jours;;2017/03/15;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B075;B075;Avenue Jean Jaures - 86530 - Naintre;86174;0.48267;46.76305;2;FR*S86*ESORE*B075*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B090;B090;Place du 14 juillet - 86160 - Saint-Maurice la Clouere;86235;0.41207;46.37738;2;FR*S86*ESORE*B090*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B096;B096;6, rue du lavoir - 86140 - Savigny-sous-Faye;86257;0.28431;46.86971;2;FR*S86*ESORE*B096*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/07/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B003;B003;19, route nationale - 86330 - Angliers;86005;0.11232;46.94515;2;FR*S86*ESORE*B003*1;18;E/F-T2;payant;24/24 7/7 jours;;2017/07/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B038;B038;Rue Jules Ferry - 86110 - Cuhon;86089;0.09682;46.75880;2;FR*S86*ESORE*B038*2;18;E/F-T3;payant;24/24 7/7 jours;;2017/01/31;https://www.data.gouv.fr/fr/datasets/stations-de-recharge-publiques-pour-vehicules-electriques-sur-le-departement-de-la-vienne/#resource-73b24238-24da-4dd5-8fac-8e69b350ef6b
